ensgene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
ENSG00000004059,1189.462323549224,0.09299483510901552,0.09571480674027619,0.9715825406340592,0.3312582718210751,0.5200538358916486,ARF5
ENSG00000004139,49.98100466405033,0.2923540024770592,0.6073694642399434,0.4813445846226536,0.6302716146422793,0.7772217766582441,SARM1
ENSG00000004142,3046.1573491132217,-0.2982178900414035,0.0653510451430232,-4.563322428719273,5.035039733500328e-6,3.90235266101063e-5,POLDIP2
ENSG00000004399,2379.6899254070736,-1.121755942340625,0.09304621139632385,-12.055901315128068,1.8054655827030214e-33,1.3989446224685993e-31,PLXND1
ENSG00000004455,7386.893130898767,-0.009411116256817172,0.06876390580351915,-0.13686128131970562,0.8911404438144669,0.9430781592812821,AK2
ENSG00000004468,3.867172134297669,-0.4556196343469979,1.2717593616676548,-0.35825931231954533,0.720149264021104,0.8376748339848387,CD38
ENSG00000004478,3935.7539803953855,-0.9066988411518959,0.06864617643037255,-13.208293430174596,7.858593748672064e-40,8.327798022489836e-38,FKBP4
ENSG00000004487,6996.769021594305,-0.11184670282948525,0.0557267331657354,-2.0070565144532146,0.044743645771751155,0.11683393336075812,KDM1A
ENSG00000004534,4417.102839370202,0.13537505915892942,0.08437728333832496,1.604401727608606,0.10862553045925494,0.23433456915159898,RBM6
ENSG00000004660,95.8537936121617,-0.2012694300842347,0.1736851463807207,-1.1588177473912986,0.24653048181292267,0.42519520564100133,CAMKK1
ENSG00000004700,1942.4273240659518,0.04590945766822844,0.1306941895552694,0.35127389996793806,0.7253828736755565,0.8407316621873355,RECQL
ENSG00000004766,884.932527619457,0.18585614951856858,0.12035211574272264,1.5442698981368492,0.1225229617412293,0.2567566292091794,VPS50
ENSG00000004777,150.87286309840258,1.000844901359754,0.36952078170032765,2.708494219876962,0.00675892894432042,0.02438900449312616,ARHGAP33
ENSG00000004779,3714.0182853539695,-0.3088589473651081,0.16733632896798362,-1.845737559022237,0.06493032085796122,0.15725562136538265,NDUFAB1
ENSG00000004809,33.845520726829164,-0.5232714030202925,0.29273428520257416,-1.7875302944381286,0.07385182028257936,0.1740465115958575,SLC22A16
ENSG00000004838,15.808301997935551,1.674224040659075,0.6505794342517376,2.573435237135462,0.010069449019788778,0.03410329765154219,ZMYND10
ENSG00000004846,3.9934784648529216,1.0831831977805293,1.1481179830555341,0.943442410768455,0.3454546588657698,0.5356120501585176,ABCB5
ENSG00000004864,3346.203597225091,-1.8414340802752551,0.050551815256333,-36.426665806913135,1.610977934459486e-290,1.7413060493572585e-286,SLC25A13
ENSG00000004866,835.481816551163,0.022559282856813166,0.09321708892573938,0.24200801716501608,0.8087739510578845,0.8929195573646765,ST7
ENSG00000004897,7487.735509876279,-0.12487277262880142,0.07628708391614585,-1.636879616031209,0.10165562588389658,0.2225304403233822,CDC27
ENSG00000004939,10.067438462060572,-0.669412651111718,0.4992520406531247,-1.3408310764959281,0.17997530398106226,0.34018589852781356,SLC4A1
ENSG00000004961,793.4108426467512,-0.4091795931401551,0.07798855249647287,-5.2466622349307075,1.548794668867605e-7,1.5465054573478008e-6,HCCS
